sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
1,2023-12-30 17:30:00,organic,0.73,0.05,0.43,24.36
2,2023-12-30 17:45:00,organic,1.3,0.7,0.6,95.82
3,2023-12-30 18:00:00,non_recyclable,1.13,0.6,0.32,3.18
2,2023-12-30 18:15:00,recyclable,1.38,0.6,0.52,26.85
2,2023-12-30 18:30:00,organic,0.9,0.18,0.09,84.21
1,2023-12-30 18:45:00,recyclable,0.87,0.49,0.84,80.09
4,2023-12-30 19:00:00,organic,0.88,0.33,0.89,7.03
3,2023-12-30 19:15:00,recyclable,0.97,0.66,0.99,86.05
4,2023-12-30 19:30:00,recyclable,0.75,0.24,0.28,88.61
4,2023-12-30 19:45:00,recyclable,1.32,0.37,0.26,54.18
2,2023-12-30 20:00:00,recyclable,1.2,0.56,0.7,37.2
2,2023-12-30 20:15:00,non_recyclable,1.33,0.11,0.38,33.01
3,2023-12-30 20:30:00,non_recyclable,1.13,0.09,0.13,80.17
3,2023-12-30 20:45:00,organic,1.24,0.98,0.71,61.1
4,2023-12-30 21:00:00,recyclable,1.12,0.04,0.95,0.64
2,2023-12-30 21:15:00,recyclable,1.17,0.68,0.1,3.37
3,2023-12-30 21:30:00,recyclable,1.17,0.23,0.44,48.66
3,2023-12-30 21:45:00,non_recyclable,1.33,0.02,0.25,51.08
3,2023-12-30 22:00:00,recyclable,0.93,0.67,0.37,10.68
1,2023-12-30 22:15:00,recyclable,0.68,0.38,0.09,6.23
4,2023-12-30 22:30:00,non_recyclable,1.1,0.44,0.67,46.47
1,2023-12-30 22:45:00,non_recyclable,0.96,0.11,0.31,51.84
2,2023-12-30 23:00:00,organic,1.14,0.31,0.26,14.98
1,2023-12-30 23:15:00,organic,0.73,0.93,0.91,34.79
3,2023-12-30 23:30:00,organic,0.76,0.33,0.92,56.32
4,2023-12-30 23:45:00,recyclable,0.96,0.64,0.22,71.92
2,2023-12-31 00:00:00,organic,1.09,0.6,0.79,30.8
3,2023-12-31 00:15:00,organic,0.96,0.24,0.26,40.07
1,2023-12-31 00:30:00,recyclable,1.15,0.44,0.46,65.62
4,2023-12-31 00:45:00,recyclable,0.63,0.4,0.3,91.53
2,2023-12-31 01:00:00,organic,1.13,0.47,0.43,94.3
2,2023-12-31 01:15:00,non_recyclable,0.88,0.22,0.92,68.94
3,2023-12-31 01:30:00,recyclable,0.82,0.67,0.5,67.51
4,2023-12-31 01:45:00,recyclable,0.77,0.43,0.86,71.7
1,2023-12-31 02:00:00,organic,1.2,0.77,0.3,20.45
4,2023-12-31 02:15:00,organic,0.68,0.23,0.2,25.45
1,2023-12-31 02:30:00,recyclable,0.67,0.45,0.19,86.03
1,2023-12-31 02:45:00,recyclable,1.09,0.2,0.45,1.44
3,2023-12-31 03:00:00,non_recyclable,0.99,0.28,0.32,11.1
1,2023-12-31 03:15:00,organic,1.27,0.44,0.96,82.38
3,2023-12-31 03:30:00,non_recyclable,0.97,0.79,0.74,52.15
1,2023-12-31 03:45:00,non_recyclable,0.89,0.55,0.65,16.31
4,2023-12-31 04:00:00,organic,1.22,0.77,0.11,89.84
1,2023-12-31 04:15:00,organic,1.36,0.11,0.59,61.47
4,2023-12-31 04:30:00,non_recyclable,1.38,0.88,0.81,55.99
4,2023-12-31 04:45:00,non_recyclable,0.97,0.48,0.43,58.48
3,2023-12-31 05:00:00,organic,1.27,0.51,0.85,63.67
2,2023-12-31 05:15:00,recyclable,0.9,0.76,0.07,17.45
2,2023-12-31 05:30:00,organic,0.94,0.71,0.49,98.59
4,2023-12-31 05:45:00,recyclable,1.27,0.16,0.89,7.98
2,2023-12-31 06:00:00,non_recyclable,1.31,0.23,0.37,8.74
4,2023-12-31 06:15:00,organic,0.95,0.09,0.51,23.02
2,2023-12-31 06:30:00,organic,1.02,0.61,0.54,0.19
1,2023-12-31 06:45:00,recyclable,1.38,0.1,0.19,68.36
1,2023-12-31 07:00:00,organic,1.29,0.74,0.04,48.74
1,2023-12-31 07:15:00,organic,1.28,0.43,0.2,28.32
3,2023-12-31 07:30:00,recyclable,1.39,0.13,0.39,45.1
2,2023-12-31 07:45:00,recyclable,1.07,0.79,0.56,95.08
2,2023-12-31 08:00:00,non_recyclable,1.11,0.79,0.6,0.41
2,2023-12-31 08:15:00,non_recyclable,1.36,0.94,0.94,66.57
3,2023-12-31 08:30:00,recyclable,1.28,0.88,0.84,22.38
4,2023-12-31 08:45:00,organic,1.03,0.28,0.48,5.63
2,2023-12-31 09:00:00,organic,0.67,0.72,0.65,18.03
2,2023-12-31 09:15:00,recyclable,1.16,0.52,0.58,69.8
2,2023-12-31 09:30:00,non_recyclable,0.72,0.64,0.99,99.26
4,2023-12-31 09:45:00,organic,0.64,0.1,0.54,38.76
2,2023-12-31 10:00:00,recyclable,1.29,0.75,0.76,18.54
4,2023-12-31 10:15:00,organic,1.08,0.99,0.78,47.87
2,2023-12-31 10:30:00,recyclable,0.67,0.68,0.19,66.13
1,2023-12-31 10:45:00,recyclable,1.09,0.19,0.65,15.77
3,2023-12-31 11:00:00,organic,0.72,0.11,0.68,53.71
4,2023-12-31 11:15:00,recyclable,0.86,0.95,0.46,2.96
3,2023-12-31 11:30:00,non_recyclable,1.09,0.04,0.79,37.73
2,2023-12-31 11:45:00,organic,0.74,0.27,0.35,35.69
1,2023-12-31 12:00:00,non_recyclable,1.01,0.77,0.63,87.12
2,2023-12-31 12:15:00,recyclable,0.88,0.03,0.81,70.14
3,2023-12-31 12:30:00,non_recyclable,1.21,0.62,0.25,37.23
1,2023-12-31 12:45:00,recyclable,1.11,0.68,0.16,99.0
1,2023-12-31 13:00:00,organic,0.99,0.94,0.31,42.67
3,2023-12-31 13:15:00,non_recyclable,0.71,0.43,0.37,71.25
2,2023-12-31 13:30:00,recyclable,1.39,0.81,0.94,39.86
3,2023-12-31 13:45:00,organic,1.14,0.42,0.65,37.83
1,2023-12-31 14:00:00,non_recyclable,1.02,0.54,0.58,38.11
1,2023-12-31 14:15:00,recyclable,1.38,0.28,0.49,30.43
1,2023-12-31 14:30:00,recyclable,1.06,0.41,0.15,83.64
4,2023-12-31 14:45:00,recyclable,0.66,0.1,0.06,11.18
4,2023-12-31 15:00:00,recyclable,1.12,0.48,0.33,49.27
2,2023-12-31 15:15:00,organic,0.71,0.23,0.57,71.34
4,2023-12-31 15:30:00,non_recyclable,0.65,0.68,0.13,54.48
1,2023-12-31 15:45:00,recyclable,1.27,0.91,0.23,94.36
3,2023-12-31 16:00:00,non_recyclable,1.28,0.2,0.89,71.39
1,2023-12-31 16:15:00,non_recyclable,0.78,0.46,0.31,59.14
4,2023-12-31 16:30:00,non_recyclable,0.87,0.77,0.02,34.07
4,2023-12-31 16:45:00,non_recyclable,0.65,0.5,0.13,12.6
2,2023-12-31 17:00:00,organic,1.17,0.88,0.46,38.42
4,2023-12-31 17:15:00,recyclable,1.13,0.99,0.88,44.45
4,2023-12-31 17:30:00,organic,1.18,0.27,0.16,59.58
4,2023-12-31 17:45:00,recyclable,0.68,0.32,0.16,33.4
2,2023-12-31 18:00:00,non_recyclable,1.38,0.26,0.59,94.38
3,2023-12-31 18:15:00,organic,1.29,0.73,0.49,70.27
1,2023-12-31 18:30:00,organic,1.12,0.23,0.16,66.61
3,2023-12-31 18:45:00,non_recyclable,1.13,0.31,0.62,98.61
3,2023-12-31 19:00:00,non_recyclable,1.14,0.05,0.29,96.58
1,2023-12-31 19:15:00,recyclable,1.32,0.29,0.44,44.86
1,2023-12-31 19:30:00,non_recyclable,1.01,0.81,0.76,19.4
4,2023-12-31 19:45:00,non_recyclable,0.79,0.8,0.32,96.3
3,2023-12-31 20:00:00,organic,0.67,0.51,0.25,7.42
2,2023-12-31 20:15:00,organic,0.64,0.48,0.27,42.27
2,2023-12-31 20:30:00,recyclable,1.4,0.28,0.31,52.44
1,2023-12-31 20:45:00,recyclable,0.8,0.02,0.37,42.89
4,2023-12-31 21:00:00,non_recyclable,1.32,0.0,0.49,26.23
4,2023-12-31 21:15:00,recyclable,0.95,0.31,0.22,26.72
4,2023-12-31 21:30:00,organic,1.14,0.57,0.78,80.81
2,2023-12-31 21:45:00,recyclable,1.13,0.25,0.3,91.1
3,2023-12-31 22:00:00,recyclable,1.36,0.18,0.24,99.33
3,2023-12-31 22:15:00,organic,0.69,0.91,0.46,73.63
2,2023-12-31 22:30:00,non_recyclable,1.0,0.77,0.86,49.36
2,2023-12-31 22:45:00,non_recyclable,0.76,0.92,0.15,28.68
2,2023-12-31 23:00:00,non_recyclable,1.02,0.76,0.84,19.65
2,2023-12-31 23:15:00,non_recyclable,1.14,0.98,0.43,57.37
4,2023-12-31 23:30:00,non_recyclable,0.79,0.68,0.79,61.89
1,2023-12-31 23:45:00,recyclable,1.22,0.99,0.18,85.46
1,2024-01-01 00:00:00,recyclable,1.01,0.16,0.81,65.5
1,2024-01-01 00:15:00,non_recyclable,1.16,0.16,0.78,23.14
3,2024-01-01 00:30:00,recyclable,1.0,0.99,0.21,57.97
3,2024-01-01 00:45:00,organic,0.63,0.97,0.83,56.32
2,2024-01-01 01:00:00,organic,0.68,0.34,0.76,64.52
3,2024-01-01 01:15:00,non_recyclable,0.96,0.05,0.19,4.27
4,2024-01-01 01:30:00,non_recyclable,0.81,0.78,0.22,53.05
2,2024-01-01 01:45:00,organic,1.37,0.63,0.28,40.86
3,2024-01-01 02:00:00,recyclable,0.95,0.95,0.79,26.18
1,2024-01-01 02:15:00,non_recyclable,0.61,0.82,0.37,3.96
2,2024-01-01 02:30:00,recyclable,0.65,0.3,0.83,64.71
1,2024-01-01 02:45:00,recyclable,1.33,0.66,0.57,73.02
3,2024-01-01 03:00:00,organic,0.75,0.56,0.55,81.32
4,2024-01-01 03:15:00,recyclable,0.86,0.32,0.73,56.81
3,2024-01-01 03:30:00,organic,0.63,0.24,0.79,77.53
2,2024-01-01 03:45:00,recyclable,0.81,0.48,0.87,81.16
3,2024-01-01 04:00:00,non_recyclable,1.29,0.7,0.4,10.5
1,2024-01-01 04:15:00,non_recyclable,1.01,0.01,0.07,51.92
4,2024-01-01 04:30:00,recyclable,1.26,0.59,0.91,72.32
1,2024-01-01 04:45:00,recyclable,1.16,0.35,0.22,40.79
1,2024-01-01 05:00:00,recyclable,1.16,0.41,0.12,83.9
3,2024-01-01 05:15:00,recyclable,0.63,0.29,0.31,84.21
3,2024-01-01 05:30:00,recyclable,1.06,0.03,0.6,93.59
4,2024-01-01 05:45:00,recyclable,1.23,0.78,0.51,21.48
4,2024-01-01 06:00:00,non_recyclable,1.27,0.48,0.9,90.02
2,2024-01-01 06:15:00,non_recyclable,0.63,0.92,0.28,16.07
1,2024-01-01 06:30:00,recyclable,1.03,0.66,0.62,6.27
4,2024-01-01 06:45:00,organic,0.84,0.14,0.77,91.9
4,2024-01-01 07:00:00,organic,0.69,0.34,0.33,5.34
1,2024-01-01 07:15:00,organic,1.36,0.34,0.18,38.05
2,2024-01-01 07:30:00,organic,0.72,0.19,0.59,82.24
2,2024-01-01 07:45:00,non_recyclable,0.73,0.57,0.35,35.13
4,2024-01-01 08:00:00,organic,1.27,0.18,0.87,8.42
1,2024-01-01 08:15:00,recyclable,1.38,0.95,0.86,36.79
2,2024-01-01 08:30:00,recyclable,0.73,0.08,0.6,12.97
2,2024-01-01 08:45:00,recyclable,1.22,0.82,0.98,97.28
3,2024-01-01 09:00:00,recyclable,0.68,0.03,0.76,61.96
2,2024-01-01 09:15:00,non_recyclable,0.99,0.74,0.79,43.69
1,2024-01-01 09:30:00,organic,1.23,0.02,0.58,73.04
3,2024-01-01 09:45:00,non_recyclable,1.13,0.85,0.4,84.32
2,2024-01-01 10:00:00,organic,1.15,0.06,0.29,58.68
3,2024-01-01 10:15:00,organic,1.13,0.86,0.09,49.68
1,2024-01-01 10:30:00,non_recyclable,1.09,0.09,0.92,16.73
4,2024-01-01 10:45:00,non_recyclable,1.16,0.87,0.22,77.86
3,2024-01-01 11:00:00,organic,0.79,0.03,0.78,30.79
2,2024-01-01 11:15:00,organic,1.1,0.8,0.96,69.93
3,2024-01-01 11:30:00,organic,1.0,0.99,0.06,87.05
2,2024-01-01 11:45:00,non_recyclable,1.01,0.67,0.22,55.49
2,2024-01-01 12:00:00,non_recyclable,1.05,0.83,0.51,51.0
2,2024-01-01 12:15:00,organic,1.04,0.36,0.15,88.29
1,2024-01-01 12:30:00,non_recyclable,0.9,0.57,0.99,44.32
2,2024-01-01 12:45:00,recyclable,0.66,0.98,0.53,99.75
4,2024-01-01 13:00:00,organic,1.37,0.58,0.36,93.36
1,2024-01-01 13:15:00,organic,0.78,0.43,0.85,24.38
4,2024-01-01 13:30:00,organic,1.24,1.0,0.59,43.55
2,2024-01-01 13:45:00,recyclable,0.85,0.53,0.87,74.29
4,2024-01-01 14:00:00,recyclable,1.04,0.24,0.52,59.33
1,2024-01-01 14:15:00,recyclable,1.2,0.41,0.47,76.97
3,2024-01-01 14:30:00,recyclable,0.71,0.52,0.34,30.79
3,2024-01-01 14:45:00,organic,0.97,0.08,0.07,48.49
1,2024-01-01 15:00:00,organic,1.31,0.43,0.56,83.58
4,2024-01-01 15:15:00,non_recyclable,0.88,0.83,0.81,97.64
4,2024-01-01 15:30:00,recyclable,0.81,0.63,0.95,44.79
2,2024-01-01 15:45:00,recyclable,1.09,0.36,0.22,86.57
3,2024-01-01 16:00:00,non_recyclable,1.28,0.11,0.49,30.81
1,2024-01-01 16:15:00,non_recyclable,1.34,0.09,0.11,50.49
1,2024-01-01 16:30:00,recyclable,1.26,0.59,0.86,38.55
3,2024-01-01 16:45:00,organic,0.74,0.97,0.73,84.85
4,2024-01-01 17:00:00,non_recyclable,1.12,0.89,0.13,26.83
2,2024-01-01 17:15:00,organic,1.2,0.9,0.98,17.13
2,2024-01-01 17:30:00,recyclable,0.76,0.05,0.16,11.61
4,2024-01-01 17:45:00,non_recyclable,1.01,0.81,0.29,54.8
2,2024-01-01 18:00:00,recyclable,1.11,0.45,0.73,18.24
3,2024-01-01 18:15:00,non_recyclable,0.99,0.58,0.09,16.72
1,2024-01-01 18:30:00,organic,1.34,0.18,0.52,51.57
4,2024-01-01 18:45:00,recyclable,0.68,0.17,0.56,75.41
4,2024-01-01 19:00:00,organic,1.39,0.3,0.64,65.67
3,2024-01-01 19:15:00,recyclable,0.73,0.13,0.28,1.43
4,2024-01-01 19:30:00,organic,1.01,0.14,0.0,9.0
3,2024-01-01 19:45:00,organic,1.04,0.15,0.77,85.19
3,2024-01-01 20:00:00,non_recyclable,1.3,0.98,0.79,37.09
2,2024-01-01 20:15:00,recyclable,1.37,0.63,0.17,34.7
1,2024-01-01 20:30:00,recyclable,1.12,0.53,0.77,38.29
1,2024-01-01 20:45:00,recyclable,0.66,0.14,0.38,8.05
2,2024-01-01 21:00:00,non_recyclable,1.34,0.57,0.75,49.32
2,2024-01-01 21:15:00,non_recyclable,0.81,0.48,0.38,35.64
1,2024-01-01 21:30:00,organic,0.96,0.89,0.2,34.65
3,2024-01-01 21:45:00,organic,0.81,0.15,0.25,49.74
3,2024-01-01 22:00:00,non_recyclable,1.34,0.74,0.63,72.75
1,2024-01-01 22:15:00,organic,1.39,0.23,0.05,52.99
4,2024-01-01 22:30:00,non_recyclable,0.78,0.01,0.14,61.54
2,2024-01-01 22:45:00,organic,0.64,0.26,0.55,36.97
3,2024-01-01 23:00:00,non_recyclable,1.28,0.68,0.78,46.62
4,2024-01-01 23:15:00,non_recyclable,1.21,0.41,0.27,86.39
1,2024-01-01 23:30:00,recyclable,0.66,0.04,0.03,42.36
1,2024-01-01 23:45:00,recyclable,0.83,0.73,0.18,97.57
1,2024-01-02 00:00:00,organic,1.27,0.34,0.29,28.08
2,2024-01-02 00:15:00,organic,1.06,0.04,0.04,61.7
2,2024-01-02 00:30:00,organic,1.29,0.3,0.04,78.71
2,2024-01-02 00:45:00,organic,1.03,0.62,0.27,85.18
4,2024-01-02 01:00:00,organic,1.23,0.7,0.22,24.03
2,2024-01-02 01:15:00,organic,1.35,0.65,0.01,7.5
4,2024-01-02 01:30:00,non_recyclable,1.23,0.99,0.55,34.83
4,2024-01-02 01:45:00,recyclable,1.33,0.42,0.85,28.63
2,2024-01-02 02:00:00,recyclable,1.02,0.6,0.65,79.9
3,2024-01-02 02:15:00,non_recyclable,0.88,0.86,0.76,20.89
3,2024-01-02 02:30:00,organic,1.18,0.11,0.94,23.58
3,2024-01-02 02:45:00,organic,0.92,0.76,0.15,84.58
2,2024-01-02 03:00:00,organic,1.3,0.3,0.83,59.25
1,2024-01-02 03:15:00,non_recyclable,1.36,0.37,0.66,47.75
1,2024-01-02 03:30:00,non_recyclable,0.71,0.05,0.84,14.76
3,2024-01-02 03:45:00,organic,0.84,0.57,0.67,68.62
1,2024-01-02 04:00:00,recyclable,1.24,0.45,0.66,7.03
2,2024-01-02 04:15:00,organic,1.1,0.15,0.42,58.6
4,2024-01-02 04:30:00,organic,0.99,0.1,0.13,78.17
4,2024-01-02 04:45:00,non_recyclable,1.08,0.17,0.83,2.89
2,2024-01-02 05:00:00,non_recyclable,1.36,0.57,0.11,97.1
4,2024-01-02 05:15:00,recyclable,1.11,0.5,0.14,25.41
1,2024-01-02 05:30:00,organic,1.17,0.37,0.5,93.13
1,2024-01-02 05:45:00,organic,0.87,0.43,0.72,66.07
4,2024-01-02 06:00:00,non_recyclable,1.18,0.14,0.77,37.01
3,2024-01-02 06:15:00,non_recyclable,1.13,0.9,0.56,11.29
3,2024-01-02 06:30:00,recyclable,1.28,0.85,0.6,8.68
1,2024-01-02 06:45:00,organic,0.66,0.34,0.66,39.22
2,2024-01-02 07:00:00,non_recyclable,0.99,0.76,0.02,62.9
3,2024-01-02 07:15:00,non_recyclable,1.31,0.17,0.22,49.12
3,2024-01-02 07:30:00,organic,0.89,0.75,0.99,2.46
4,2024-01-02 07:45:00,recyclable,0.65,0.75,0.94,73.28
3,2024-01-02 08:00:00,organic,1.18,0.98,0.56,48.35
3,2024-01-02 08:15:00,organic,0.79,0.7,0.09,90.22
2,2024-01-02 08:30:00,recyclable,1.22,0.86,0.29,88.78
3,2024-01-02 08:45:00,organic,0.84,0.52,0.56,34.48
2,2024-01-02 09:00:00,recyclable,0.63,0.2,0.03,60.36
4,2024-01-02 09:15:00,organic,1.24,0.58,0.37,2.24
1,2024-01-02 09:30:00,recyclable,0.94,0.25,1.0,63.53
1,2024-01-02 09:45:00,recyclable,1.08,0.02,0.65,78.64
1,2024-01-02 10:00:00,non_recyclable,0.63,0.19,0.94,11.18
4,2024-01-02 10:15:00,organic,1.04,0.47,0.47,74.88
2,2024-01-02 10:30:00,recyclable,0.67,0.02,0.9,52.29
3,2024-01-02 10:45:00,non_recyclable,1.34,0.09,0.61,63.12
1,2024-01-02 11:00:00,organic,0.78,0.47,0.07,25.0
4,2024-01-02 11:15:00,non_recyclable,0.88,0.91,0.08,74.7
4,2024-01-02 11:30:00,non_recyclable,0.64,0.35,0.29,85.94
2,2024-01-02 11:45:00,non_recyclable,0.76,0.28,0.53,66.13
2,2024-01-02 12:00:00,organic,1.21,0.38,0.0,40.11
1,2024-01-02 12:15:00,recyclable,0.61,0.93,0.19,47.04
3,2024-01-02 12:30:00,recyclable,1.31,0.45,0.1,90.42
1,2024-01-02 12:45:00,recyclable,0.91,0.52,0.2,38.04
2,2024-01-02 13:00:00,non_recyclable,1.11,0.74,0.66,64.83
1,2024-01-02 13:15:00,non_recyclable,1.22,0.66,0.49,85.45
1,2024-01-02 13:30:00,organic,1.36,0.64,0.28,37.44
3,2024-01-02 13:45:00,recyclable,0.79,1.0,0.99,53.7
4,2024-01-02 14:00:00,non_recyclable,1.03,0.39,0.83,39.37
4,2024-01-02 14:15:00,non_recyclable,1.36,0.62,0.9,67.12
4,2024-01-02 14:30:00,organic,0.92,0.56,0.35,56.03
3,2024-01-02 14:45:00,recyclable,1.04,0.63,0.86,89.98
2,2024-01-02 15:00:00,organic,1.04,0.74,0.56,40.22
2,2024-01-02 15:15:00,recyclable,1.33,0.33,0.57,26.61
4,2024-01-02 15:30:00,organic,0.97,0.76,0.25,58.45
2,2024-01-02 15:45:00,non_recyclable,0.9,0.96,0.1,1.67
1,2024-01-02 16:00:00,non_recyclable,1.09,0.58,0.64,3.82
3,2024-01-02 16:15:00,non_recyclable,0.63,0.71,0.7,69.65
1,2024-01-02 16:30:00,recyclable,1.26,0.24,0.24,80.36
2,2024-01-02 16:45:00,non_recyclable,1.33,0.79,0.54,69.43
4,2024-01-02 17:00:00,organic,0.73,0.25,0.32,30.31
1,2024-01-02 17:15:00,organic,0.74,0.8,0.89,65.16
1,2024-01-02 17:30:00,organic,0.95,0.74,0.82,57.13
1,2024-01-02 17:45:00,recyclable,0.7,0.96,0.85,45.39
3,2024-01-02 18:00:00,recyclable,1.21,0.87,0.75,26.39
3,2024-01-02 18:15:00,recyclable,0.94,0.82,0.44,51.99
1,2024-01-02 18:30:00,non_recyclable,1.24,0.68,0.52,70.73
3,2024-01-02 18:45:00,recyclable,1.11,0.82,0.33,0.02
3,2024-01-02 19:00:00,recyclable,1.26,0.35,0.7,70.61
4,2024-01-02 19:15:00,non_recyclable,0.86,0.87,0.88,32.56
3,2024-01-02 19:30:00,organic,0.64,0.6,0.32,12.96
4,2024-01-02 19:45:00,recyclable,1.32,0.06,0.71,67.67
4,2024-01-02 20:00:00,non_recyclable,1.09,0.93,0.42,26.23
3,2024-01-02 20:15:00,non_recyclable,0.85,0.71,0.66,19.16
2,2024-01-02 20:30:00,organic,0.63,0.15,0.73,23.1
3,2024-01-02 20:45:00,non_recyclable,1.32,0.66,0.31,92.34
2,2024-01-02 21:00:00,organic,0.7,0.01,0.11,11.11
1,2024-01-02 21:15:00,recyclable,1.13,0.52,0.36,98.54
2,2024-01-02 21:30:00,organic,0.83,0.58,0.89,44.66
1,2024-01-02 21:45:00,non_recyclable,0.93,0.03,0.03,50.66
1,2024-01-02 22:00:00,non_recyclable,1.1,0.85,0.01,79.19
3,2024-01-02 22:15:00,recyclable,0.97,0.18,0.99,34.76
1,2024-01-02 22:30:00,non_recyclable,1.31,0.48,0.4,37.33
4,2024-01-02 22:45:00,recyclable,1.21,1.0,0.21,16.49
4,2024-01-02 23:00:00,organic,1.26,0.09,0.07,59.3
1,2024-01-02 23:15:00,non_recyclable,0.93,0.61,0.6,96.13
4,2024-01-02 23:30:00,non_recyclable,1.25,0.83,0.05,11.55
3,2024-01-02 23:45:00,recyclable,0.84,0.2,0.89,23.61
1,2024-01-03 00:00:00,organic,0.8,0.69,0.86,59.26
1,2024-01-03 00:15:00,organic,0.83,0.14,0.31,24.21
4,2024-01-03 00:30:00,organic,0.73,0.25,0.21,10.0
1,2024-01-03 00:45:00,non_recyclable,0.74,0.89,0.63,42.68
4,2024-01-03 01:00:00,recyclable,1.19,0.61,0.51,33.42
3,2024-01-03 01:15:00,organic,0.92,0.23,0.31,88.5
3,2024-01-03 01:30:00,non_recyclable,0.97,0.55,0.05,38.75
2,2024-01-03 01:45:00,recyclable,1.33,0.84,0.4,76.75
1,2024-01-03 02:00:00,organic,0.86,0.89,0.99,45.17
2,2024-01-03 02:15:00,non_recyclable,1.08,0.8,0.01,3.66
4,2024-01-03 02:30:00,organic,1.07,0.49,0.12,3.94
2,2024-01-03 02:45:00,organic,0.88,0.88,0.26,69.75
3,2024-01-03 03:00:00,organic,0.91,0.18,0.25,76.67
3,2024-01-03 03:15:00,organic,1.33,0.16,0.19,35.14
2,2024-01-03 03:30:00,organic,1.37,0.57,0.1,64.57
3,2024-01-03 03:45:00,non_recyclable,0.96,0.69,0.16,40.67
3,2024-01-03 04:00:00,organic,1.15,0.65,0.83,76.14
4,2024-01-03 04:15:00,non_recyclable,1.16,0.17,0.0,29.79
2,2024-01-03 04:30:00,organic,1.36,0.3,0.53,48.63
2,2024-01-03 04:45:00,recyclable,1.29,0.54,0.98,52.75
3,2024-01-03 05:00:00,organic,0.74,0.97,0.45,4.45
1,2024-01-03 05:15:00,recyclable,1.27,0.13,0.66,70.92
1,2024-01-03 05:30:00,non_recyclable,0.77,0.6,0.06,42.09
3,2024-01-03 05:45:00,non_recyclable,1.18,0.63,0.81,15.84
1,2024-01-03 06:00:00,organic,1.27,0.67,0.24,14.34
4,2024-01-03 06:15:00,recyclable,0.76,0.05,0.6,18.88
2,2024-01-03 06:30:00,non_recyclable,1.01,0.62,0.01,64.28
4,2024-01-03 06:45:00,non_recyclable,0.9,0.68,0.09,15.22
4,2024-01-03 07:00:00,non_recyclable,1.25,0.42,0.42,57.01
2,2024-01-03 07:15:00,non_recyclable,0.86,0.55,0.38,54.6
4,2024-01-03 07:30:00,recyclable,1.02,0.52,0.65,81.21
2,2024-01-03 07:45:00,non_recyclable,0.92,0.59,0.21,40.26
4,2024-01-03 08:00:00,non_recyclable,0.9,0.61,0.62,72.61
4,2024-01-03 08:15:00,organic,1.09,0.27,0.34,21.94
4,2024-01-03 08:30:00,organic,1.1,0.3,0.34,76.68
3,2024-01-03 08:45:00,recyclable,0.92,0.16,0.05,41.99
3,2024-01-03 09:00:00,organic,0.99,0.76,0.78,3.88
3,2024-01-03 09:15:00,recyclable,1.14,0.34,0.58,45.29
3,2024-01-03 09:30:00,non_recyclable,0.69,0.16,0.49,90.12
4,2024-01-03 09:45:00,non_recyclable,0.7,0.0,0.98,24.1
4,2024-01-03 10:00:00,recyclable,0.62,0.37,0.7,71.45
1,2024-01-03 10:15:00,organic,0.69,0.34,0.93,12.37
3,2024-01-03 10:30:00,non_recyclable,0.92,0.18,0.76,26.9
1,2024-01-03 10:45:00,non_recyclable,1.21,0.42,0.95,34.01
2,2024-01-03 11:00:00,non_recyclable,1.24,0.7,0.04,20.57
3,2024-01-03 11:15:00,non_recyclable,1.32,0.61,0.36,5.44
1,2024-01-03 11:30:00,non_recyclable,1.1,0.84,0.61,46.44
1,2024-01-03 11:45:00,non_recyclable,1.34,0.93,0.69,22.79
2,2024-01-03 12:00:00,non_recyclable,0.62,0.86,0.2,29.94
1,2024-01-03 12:15:00,recyclable,0.89,0.63,1.0,99.87
1,2024-01-03 12:30:00,recyclable,0.76,0.76,0.81,70.71
1,2024-01-03 12:45:00,non_recyclable,0.77,0.67,0.85,86.17
3,2024-01-03 13:00:00,non_recyclable,0.86,0.25,0.7,92.57
2,2024-01-03 13:15:00,recyclable,1.27,0.16,0.09,73.81
2,2024-01-03 13:30:00,recyclable,0.84,0.38,0.61,41.12
2,2024-01-03 13:45:00,recyclable,0.71,0.56,1.0,53.26
2,2024-01-03 14:00:00,non_recyclable,0.67,0.81,0.9,42.35
2,2024-01-03 14:15:00,non_recyclable,1.39,0.86,0.87,20.25
4,2024-01-03 14:30:00,organic,1.09,0.56,0.59,13.26
4,2024-01-03 14:45:00,non_recyclable,1.21,0.69,0.3,19.42
1,2024-01-03 15:00:00,organic,1.32,0.29,0.43,47.7
1,2024-01-03 15:15:00,non_recyclable,1.19,0.47,0.48,9.13
1,2024-01-03 15:30:00,recyclable,1.28,0.01,0.32,25.67
4,2024-01-03 15:45:00,organic,0.9,0.85,0.86,58.66
1,2024-01-03 16:00:00,organic,1.23,0.68,0.89,10.02
4,2024-01-03 16:15:00,recyclable,0.87,0.97,0.44,32.17
1,2024-01-03 16:30:00,organic,1.26,0.15,0.28,62.51
1,2024-01-03 16:45:00,recyclable,1.06,0.37,0.3,70.27
3,2024-01-03 17:00:00,organic,1.27,0.42,0.31,20.52
2,2024-01-03 17:15:00,organic,0.92,0.0,0.09,60.24
2,2024-01-03 17:30:00,organic,1.36,0.38,0.86,17.84
2,2024-01-03 17:45:00,non_recyclable,0.9,0.24,0.44,99.43
3,2024-01-03 18:00:00,non_recyclable,0.75,0.25,0.66,69.45
